Tiempo,EEG_crudo,EEG_lowpass30Hz,EEG_band_alpha_8_12Hz,ECG_crudo,ECG_band_0.5_40Hz
0.0,-0.5239463176275763,-0.8638800332867116,1.6148467514345126,-48.67123793618523,201.74018335132538
0.0040016006402561,107.68781731639278,12.543965732800357,14.18856213015077,40.585557794203126,219.34551687263226
0.0080032012805122,82.23956785227448,24.2695928320279,26.050227989232823,8.865666650276019,245.08718382848227
0.0120048019207683,-19.887481871629127,33.943938022371775,36.432328025318164,21.471065869490666,287.212949643588
0.0160064025610244,-63.30055978806841,42.08335410152968,44.65249950985251,80.75942229196595,345.70191513318775
0.0200080032012805,54.301110914564624,48.370110284903475,50.15921691258361,108.12740398380228,403.9905986003468
0.0240096038415366,144.81321833524572,51.22388469127033,52.5693619496348,306.7445863082784,437.32900532271714
0.0280112044817927,110.76201586758977,49.392586846380645,51.695095556840805,277.3648118898905,436.60250065732055
0.0320128051220488,-13.3029418108243,43.5010596321133,47.55814466657365,191.2500449699043,422.3222118272548
0.0360144057623049,-61.38599880555616,35.480113453690194,40.390446295872124,34.29197776348333,427.68976550504533
0.040016006402561,28.11286851306535,26.595819648478805,30.62099733225631,276.6592715436539,465.3114742463306
0.0440176070428171,97.19563434562475,16.613846870418573,18.84967887737623,404.4292045029513,515.9326839606908
0.0480192076830732,77.92515580506681,5.03854527649366,5.809696511677978,395.7071978557809,553.3187918007749
0.0520208083233293,-62.39543857270624,-7.422883960805705,-7.678956500320843,367.3757954128979,574.5052683406603
0.0560224089635854,-122.17434346332,-19.21017336418218,-20.761998688680578,258.96033392675145,598.3266002832436
0.0600240096038415,-33.29886210948864,-29.49491193139865,-32.60590014145672,416.4153902553054,636.5721307342169
0.0640256102440976,62.50958989720374,-38.64969530669421,-42.45185934836994,566.4934386885437,676.833440936844
0.0680272108843537,11.425465074020046,-46.820516059458654,-49.665172768531434,628.4132228165927,698.9579043948121
0.0720288115246098,-104.63231716058316,-52.57835255420659,-53.776747149108104,448.2094719853393,701.6972135274159
0.0760304121648659,-152.55106990217624,-53.7027848015149,-54.51401448400405,384.4187191347438,703.815191965542
0.080032012805122,-51.79977417152162,-49.35507557967672,-51.819200764358406,555.2758289757227,720.4087865703069
0.0840336134453781,40.533324853709615,-41.00438878628561,-45.853726607857794,680.3722501488819,748.1959458895916
0.0880352140856342,33.69434799830913,-31.02263874352758,-36.98842571423127,657.0812453845297,777.1127833568331
0.0920368147258903,-67.73063957375305,-20.75055774123151,-25.780195491994974,548.8470168895179,806.6161917628602
0.0960384153661464,-101.02532569453967,-10.251474953478956,-12.936581436103902,593.792555612784,841.4487993293748
